amount_tweeted,created_at,language,location,primary_geo,screen_name,text_tweet,timestamp,ts,user_id,borough
2.0,Mon Apr 16 17:04:18 +0000 2018,en,"London, England","Eltham, London, United Kingdom",mymetalbones,@KenyaMoore Really am happy for you. You are beautiful and blessed.... Congratulations on your achievements,1523898258921,,7.334021592622449e+17,Greenwich
1.0,Mon Apr 16 17:04:19 +0000 2018,en,"London, England","City of London, London, United Kingdom",rbasq,@piersmorgan you have point at milliband for a quick political gain which in the end back fired on him and the labo https://t.co/mh58TKiJEK,1523898259685,,510158585.0,City of London
4.0,Mon Apr 16 17:04:23 +0000 2018,und,,"Camberwell, London, United Kingdom",Chef_Haswell,?????? #A4 https://t.co/b2TP7EtQXW,1523898263633,,204489483.0,Southwark
1.0,Mon Apr 16 17:04:24 +0000 2018,en,London Town,"Eltham, London, United Kingdom",stephenjunk1973,@SpaceIbiza the world needs Space back please !!!!!,1523898264231,,504510071.0,Greenwich
35.0,Mon Apr 16 17:04:27 +0000 2018,en,Harry said he loved me ,"Kingston upon Thames, London, United Kingdom",lwtjustholdon,"Another hour , is he having a laugh",1523898267708,,7.370038548149412e+17,Kingston upon Thames
1.0,Mon Apr 16 17:04:28 +0000 2018,pt,"London, England","Camberwell, London, Reino Unido",henriqueprata,Gente? :((( https://t.co/Zif3MZvEET,1523898268599,,14606944.0,Southwark
1.0,Mon Apr 16 17:04:29 +0000 2018,en,,"Ealing, London, United Kingdom",DormersWellsHS,It has been a great first day of the summer term at Dormers Wells High School. Welcome back to all of our students https://t.co/xRvj0OiONj,1523898269914,,7.449570839724114e+17,Ealing
1.0,Mon Apr 16 17:04:30 +0000 2018,en,SaintVincent&theGrenadines,"51.5085, -0.133",FashionIsPAYNE,Very excited to be a part of the #pitchatpalace #commonwealth alumni. #Vincy to the world. https://t.co/YQwa1Tn0mW,1523898270760,,1532499715.0,Westminster
1.0,Mon Apr 16 17:04:33 +0000 2018,en,London,"51.50711486, -0.12731805",BonnieBoox,Guys are so much less bitchy than girls why oh why ????? its just me and my gays ???? #bestie @ https://t.co/rtXpZPsByh,1523898273928,,81623683.0,Westminster
1.0,Mon Apr 16 17:04:46 +0000 2018,en,"Culcheth, Cheshire, UK","51.50711486, -0.12731805",HollyWhitee,"Reflect ? shot by @zmphotos ? @ London, United Kingdom https://t.co/LwFd0oCqei",1523898286860,,183761219.0,Westminster
2.0,Mon Apr 16 17:04:47 +0000 2018,en,,"Hounslow, London, United Kingdom",ThatSteveBarton,"@lewisreay17 @NSpares @NSpares anyone able to help out with 2 tickets for Watford, will pay a little bit more for them ????????",1523898287418,,118208562.0,Hounslow
1.0,Mon Apr 16 17:04:50 +0000 2018,en,"London, UK","51.5068129, -0.11541648",rimski,"I'm at @BFI Southbank for The Killing of a Chinese Bookie in London, Greater London https://t.co/WoJATq3kH9",1523898290543,,18436662.0,Lambeth
1.0,Mon Apr 16 17:04:50 +0000 2018,en,London,"Croydon, London, United Kingdom",KatHeubeck,The latest @MyFavMurder minisode is so much fun ?? #suckmybitters #SSDGM https://t.co/oe0z4z4YMo,1523898290925,,47371148.0,Croydon
12.0,Mon Apr 16 17:04:51 +0000 2018,en,"New York, NY/London, UK","Stratford, London, United Kingdom",hotstuff_bea,Is dynasty really a binge worthy show?,1523898291941,,184012283.0,Newham
1.0,Mon Apr 16 17:04:50 +0000 2018,en,chloe@wanderlustchloe.com,"Hammersmith, London, United Kingdom",WanderlustChloe,Today I've been busy working on blogs about my time on Isla Holbox in Mexico - genuinely one of my fave places I've https://t.co/aIyr0RR8yV,1523898290841,,290679773.0,Hammersmith and Fulham
1.0,Mon Apr 16 17:05:01 +0000 2018,en,"London, England","Lambeth, London, United Kingdom",alicia_ms,@davidmackau Looooool I once got a detention for not working on my project in class when instructed but Id actuall https://t.co/hgMBHyA1RK,1523898301411,,23869032.0,Lambeth
2.0,Mon Apr 16 17:05:03 +0000 2018,en,London,"Camden Town, London, United Kingdom",TheEForumAngelM,Obviously ?? https://t.co/UOavvCTqhz,1523898303499,,1228342933.0,Camden
1.0,Mon Apr 16 17:05:09 +0000 2018,en,"Hackney, London","Hackney, London, United Kingdom",avesy90,@zassimo @PlaylistLive So much to doooooo,1523898309172,,96751092.0,Hackney
3.0,Mon Apr 16 17:05:11 +0000 2018,en,"Vantaa, Finland","51.4923, -0.278488",JVidgren,We meet again! Still a pretty tasty beer! With a character. - Drinking a Chieftain by @FranciscanWell @ Clayton Hot https://t.co/wdgNGOdPF6,1523898311519,,860248279.0,Hounslow
1.0,Mon Apr 16 17:05:11 +0000 2018,en,London,"Hammersmith, London, United Kingdom",MartynSanders0n,honestly in tears https://t.co/mLKbslCUBh,1523898311551,,8.388837136603832e+17,Hammersmith and Fulham
2.0,Mon Apr 16 17:05:14 +0000 2018,en,LONDON.,"Sutton, London, United Kingdom",CharmaineLoMi,@SophyyPaige Mate I hear ?? I would be raging inside lol,1523898314666,,291093465.0,Sutton
1.0,Mon Apr 16 17:05:19 +0000 2018,en,"SE22, London","51.4898, -0.0905",MattKolakowski,"Drawing Quick #sketch of Geezer
.
.
.
#art #illustration #drawing #2dart #londonart https://t.co/3KAxenhemt",1523898319728,,161080455.0,Southwark
5.0,Mon Apr 16 17:05:20 +0000 2018,und,"London, England","Horse Guards Parade, United Kingdom",Orgetorix,https://t.co/WH6u9WDQ8v,1523898320140,,24842995.0,Westminster
2.0,Mon Apr 16 17:05:25 +0000 2018,en,,"The Emirates Stadium, United Kingdom",matt_scrafton,I never thought I'd be here for a Blackpool game in April... https://t.co/XdH0WkJ9N4,1523898325078,,158124751.0,Islington
1.0,Mon Apr 16 17:05:26 +0000 2018,en,London,"51.553, 0.093",KayneAbel,"Kayne &amp; Sanchez
Music is my life
*Download it for FREE NOW*
(Link in bio) ??? @ East London https://t.co/DUCUWNw2ob",1523898326024,,184520776.0,Redbridge
1.0,Mon Apr 16 17:05:27 +0000 2018,en,UK,"51.50711486, -0.12731805",weddingshopuk,"The Wedding Shop App is featured on apples Weekly Favourites!!! ? Just below @netflix 
Download https://t.co/Ra8XqGxf4n",1523898327078,,252079783.0,Westminster
6.0,Mon Apr 16 17:05:29 +0000 2018,en,London,"City of London, London, United Kingdom",PaintySim,"@Thee_Other_Matt @stefgingerball @vidpui Agreed!
(But who would get to paint the third one!! ?)",1523898329595,,1605414661.0,City of London
2.0,Mon Apr 16 17:05:30 +0000 2018,en,"Blackwell, England","The Ice Wharf, United Kingdom",KeithGreenaway,On my own in a spoons in Camden. In the sun Just discovered the weatherspoons app. What could possibly go wrong?,1523898330797,,1493389004.0,Camden
1.0,Mon Apr 16 17:05:34 +0000 2018,en,tree j castle,"51.36177446, -0.1929253",muniralee,Back in UK! Finally ?? (@ Sutton in Greater London) https://t.co/jmxa7sciTo,1523898334779,,223480339.0,Sutton
1.0,Mon Apr 16 17:05:34 +0000 2018,en,"Winchester, England","51.51049252, -0.13171108",yuna66,Pictures of my wonderful friends on twopercentskimm 's birthday (14/4)! twopercentskimm lairenr https://t.co/IcawINI2Zw,1523898334982,,55810731.0,Westminster
1.0,Mon Apr 16 17:05:35 +0000 2018,en,London,"51.50711486, -0.12731805",hannahk_fit,"ABS CIRCUIT ??

-
Give this quick 5 minute workout a go and your abs will be on fire ? 

-
Side https://t.co/ZOX5XS7hue",1523898335578,,380492706.0,Westminster
1.0,Mon Apr 16 17:05:40 +0000 2018,en,"London, England","51.55741174, -0.13873469",nixaay,"Last nights post show binge: chips, pita &amp; hummus - do you guys find it hard to find food after https://t.co/NrchofXyhG",1523898340331,,21645120.0,Camden
3.0,Mon Apr 16 17:05:40 +0000 2018,en,,"Paddington, London, United Kingdom",davemc_exile,@TSF Salah without question,1523898340820,,64971249.0,Westminster
1.0,Mon Apr 16 17:05:41 +0000 2018,en,"London, England","Lambeth, London, United Kingdom",BarisSOYLUs,drink-driving  is the subject https://t.co/COkEcWR99T,1523898341444,,2941133128.0,Lambeth
9.0,Mon Apr 16 17:05:44 +0000 2018,en,"London, England","Islington, London, Royaume-Uni",mccIairfreddie,THATs WhEN LUke TOUcHEd MY hAND https://t.co/OIIhesj6mr,1523898344810,,2242077009.0,Islington
4.0,Mon Apr 16 17:05:45 +0000 2018,en,United Kingdom,"Lambeth, London, United Kingdom",TwoShotPod,@louisensmith @Cparks1976 @britpodawards Cheers Louise ?,1523898345440,,8.448733564574679e+17,Lambeth
1.0,Mon Apr 16 17:05:51 +0000 2018,en,"Croydon, London","51.4002, -0.1086",CDNstore,Just posted a photo @ Thornton Heath https://t.co/jyVykczHzV,1523898351522,,9.169228579087852e+17,Croydon
4.0,Mon Apr 16 17:06:01 +0000 2018,en,KL,"51.51149354, -0.20569324",syirawrlynx,"So going to miss this place :(( (@ Notting Hill in London, Greater London) https://t.co/vOpDyMHP7G",1523898361074,,68389739.0,Kensington and Chelsea
4.0,Mon Apr 16 17:06:01 +0000 2018,en,"London, England","51.50097703, -0.17772317",CIassicalMusic,"She once tied with Ashkenazy, but she never made a recording https://t.co/9nWSTKjZyM https://t.co/UYx6cTgnMd",1523898361205,,7.071888083207373e+17,Westminster
4.0,Mon Apr 16 17:06:03 +0000 2018,en,london,"Sutton, London, United Kingdom",SteerPike28375,@IsabelHardman Warmonger,1523898363419,,17904953.0,Sutton
1.0,Mon Apr 16 17:06:03 +0000 2018,en,"London, UK","Lambeth, London, United Kingdom",opinionmachine,@leif76 @viktorbk Japp,1523898363858,,44149258.0,Lambeth
1.0,Mon Apr 16 17:06:03 +0000 2018,en,London,"Camberwell, London, United Kingdom",supportkings,Thank you to .@MillwallFC and all your supporters for holding a collection for our #SupportLife appeal at your East https://t.co/slWP8HoO9a,1523898363504,,1208292469.0,Southwark
1.0,Mon Apr 16 17:06:03 +0000 2018,en,"Bromley, London","Bromley, London, United Kingdom",TVdarrell,@TowcesterRaces trainers 4 of the top 5! https://t.co/znDFNetp1A,1523898363836,,266551176.0,Bromley
1.0,Mon Apr 16 17:06:04 +0000 2018,en,"London, England","Brent, London, United Kingdom",steffieegg12,Upcoming stuff ?: Acting 4 @NewdreamsNDT @BreadandRosesTC #TimeForSomethingNew. #Writing Brittle Britain https://t.co/YQZp0sgYSH,1523898364214,,3031688893.0,Brent
1.0,Mon Apr 16 17:06:06 +0000 2018,nl,Gillingham,"Bromley, London, United Kingdom",HelenD1,@SarahD6 Dean in Amsterdam ? https://t.co/l32hDw3APy,1523898366291,,44423326.0,Bromley
8.0,Mon Apr 16 17:06:13 +0000 2018,en,,"Hillingdon, London, United Kingdom",Sehej15,More people need to be like this https://t.co/MJlGfRBney,1523898373447,,3001790093.0,Hillingdon
12.0,Mon Apr 16 17:06:15 +0000 2018,en,Teddington (via Porthcawl),"Wandsworth, London, United Kingdom",gabrielladriver,I tried the new cookie and I may well have died and gone to heaven... ? https://t.co/QrmraumAwX,1523898375627,,102172687.0,Wandsworth
3.0,Mon Apr 16 17:06:16 +0000 2018,en,se ldn,"Bromley, London, United Kingdom",foolsptx,my level of extra is having a bunch of different coloured phonecases to match my outfits,1523898376244,,413349034.0,Bromley
1.0,Mon Apr 16 17:06:16 +0000 2018,en,"23 New Row, London WC2N 4LA ","51.5112127, -0.1265667",LairdLondon,Are you #panama ready for this week of sunshine ??? Come by @LairdLondon to get your summer hat! https://t.co/JThYaBBgEy,1523898376173,,116556419.0,Westminster
1.0,Mon Apr 16 17:06:23 +0000 2018,und,SMILE??,"Ealing, London, United Kingdom",JuicyJules04,@InfiniteMasIntl ??????????,1523898383390,,420354597.0,Ealing
1.0,Mon Apr 16 17:06:23 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",mimicalab,Congratulations to WithLula for winning this year's Mayor's Entrepreneur award with their compostable period produc https://t.co/W4tyip9WD8,1523898383272,,7.43350874701869e+17,Southwark
1.0,Mon Apr 16 17:06:27 +0000 2018,en,"Lives in Richmond, London","Hounslow, London, United Kingdom",MrNickSwan,@sophb66 @Tesco Better that and still have my daughter.,1523898387360,,275460192.0,Hounslow
4.0,Mon Apr 16 17:06:29 +0000 2018,en,WALTHAMSTOW (london),"51.6, -0.0333333",SuperMalik1,"Just posted a photo @ Walthamstow, United Kingdom https://t.co/IREzFJIxuB",1523898389786,,51923516.0,Waltham Forest
2.0,Mon Apr 16 17:06:30 +0000 2018,en,UK,"51.45146631, -0.28173923",treetoptroub,I love seeing my kids climbing trees - it's literally one of the most natural and fulfilling https://t.co/L1HTHCJbKb,1523898390266,,543782787.0,Richmond upon Thames
1.0,Mon Apr 16 17:06:30 +0000 2018,en,London,"51.50711486, -0.12731805",jamesanthony777,"Maroon marvels of Marylebone 
#Maroon #Photoart #photographyart #streetphotography #Marylebone https://t.co/kFibZxVzBs",1523898390930,,21196950.0,Westminster
1.0,Mon Apr 16 17:06:32 +0000 2018,en,London,"Barnet, London, United Kingdom",Rogers_Removals,If you're the type of person that likes fun &amp; walking but you're not sure how to combine the two whilst raising mon https://t.co/5qfn8DwXax,1523898392533,,117420679.0,Barnet
1.0,Mon Apr 16 17:06:34 +0000 2018,en,London,"Hackney, London, United Kingdom",mafaldadosol,"? spring affair ? 
and we got something new
next gigs: https://t.co/342YqJGe6R https://t.co/warge9hoaw",1523898394462,,1129126807.0,Hackney
2.0,Mon Apr 16 17:06:42 +0000 2018,en,London,"Wandsworth, London, United Kingdom",EthanChapples,@LucasLivesey Shut the fucking front door... WHAAAATTT?!?!? How have I missed this. This has made my life x,1523898402039,,46359532.0,Wandsworth
2.0,Mon Apr 16 17:06:45 +0000 2018,en,"Chelmsford, UK.","City of London, London, United Kingdom",kevinjholmes,@townsendoutdoor @OrdunVavonuh @engcountrylife @LandEthics @RewildScotland @ScotlandTBP @Team4Nature300 https://t.co/iHRawPI42K,1523898405176,,28115321.0,City of London
4.0,Mon Apr 16 17:06:50 +0000 2018,en,Join our Discord:,"Barnet, London, United Kingdom",PetrosofSparta,"#LostInSpace2018 is great fun.
Its like Lost... but in space.
Also the Geth from Mass Effect are in this?",1523898410213,,103673446.0,Barnet
1.0,Mon Apr 16 17:06:51 +0000 2018,en,"London, UK","51.5217644, -0.0821396",natsukipim,"Extremely happy to see these range finally touch the ground in LONDON ???

+ more exciting sakes https://t.co/cW0QrDCCS8",1523898411194,,45607359.0,Hackney
11.0,Mon Apr 16 17:06:52 +0000 2018,en,Varrock,"Barnet, London, United Kingdom",yung_cat_woman,"I HAD THE BEST PHONE INTERVIEW EVER, we spoke about history and autism and yoga and spent like 2 mins actually spea https://t.co/XM7yYlDAhk",1523898412736,,102758248.0,Barnet
6.0,Mon Apr 16 17:06:52 +0000 2018,und,London,"Camberwell, London, United Kingdom",GoonerKal,@Big_Pants BOOOOOO,1523898412908,,105573706.0,Southwark
7.0,Mon Apr 16 17:06:53 +0000 2018,und,"London, England","Kensington, London, United Kingdom",Marshall5Sharon,@BatBloke1 ????,1523898413657,,2363887313.0,Kensington and Chelsea
2.0,Mon Apr 16 17:06:55 +0000 2018,en,"Romford, London","Stratford, London, United Kingdom",Coyi82Donna,@WestHamUtd Downing #tweetthatgoal ???,1523898415520,,3929667994.0,Newham
1.0,Mon Apr 16 17:06:56 +0000 2018,en,London,"Poplar, London, United Kingdom",samadrazzaque,Here is my Premier League team of the week - who would you pick? https://t.co/7HadIMpD0p #myteamoftheweek via @bbcsport,1523898416260,,2327740962.0,Tower Hamlets
1.0,Mon Apr 16 17:06:59 +0000 2018,en,,"Poplar, London, United Kingdom",lottyloo,@AmberRuddHR could do to be reminded it isnt just the Windrush generation that are being mistreated by the Home Office.,1523898419254,,19663972.0,Tower Hamlets
5.0,Mon Apr 16 17:07:01 +0000 2018,en,"Tottenham, London","51.55581465, -0.27828556",_THFC_,Tottenham Hotspur team news: Toby Alderweireld set for return against Brighton https://t.co/prcYWXRQDe https://t.co/kj2O9iYjDG,1523898421134,,275075320.0,Brent
16.0,Mon Apr 16 17:07:04 +0000 2018,en,"England, United Kingdom","Camden Town, London, United Kingdom",OrderTakeaways,Zia Lucia in #London Holloway Road #Holloway #N7 #restaurant #appetisers #largesalads #plates #pizza #dessert https://t.co/b4MCN8YW4f,1523898424133,,8.293562069636956e+17,Camden
2.0,Mon Apr 16 17:07:07 +0000 2018,en,"London, UK","Lambeth, London, United Kingdom",puntofisso,@benwhitelaw @samjoiner Good point. I'll definitely read that paper too.,1523898427127,,14095937.0,Lambeth
1.0,Mon Apr 16 17:07:08 +0000 2018,en,"London, England","Hammersmith, London, United Kingdom",conal_,"Poor Jim, eh? What a rat he is. https://t.co/zo27FJct8X",1523898428217,,27611164.0,Hammersmith and Fulham
1.0,Mon Apr 16 17:07:08 +0000 2018,en,"Dalston, England","City of London, London, United Kingdom",NickChis,@rchiz123 Gonna download this.,1523898428984,,149599201.0,City of London
1.0,Mon Apr 16 17:07:11 +0000 2018,en,,"Barnet, London, United Kingdom",jcjan69,@JewishChron The gift that keeps on giving....@HackneyAbbott  the Arsene Wagner of the political world!! #dunce,1523898431227,,227003413.0,Barnet
1.0,Mon Apr 16 17:07:12 +0000 2018,und,"London, England","Ilford, London, United Kingdom",shazildoole,@Mhuncho_1 ??? https://t.co/UuLKnQCR6P,1523898432240,,550402584.0,Redbridge
2.0,Mon Apr 16 17:07:14 +0000 2018,en,Twickenham England,"Kingston upon Thames, London, United Kingdom",ListoTeatro,Don't worry the DJ at this club is ???To see all the action make sure to grab your tickets (info to come) https://t.co/ngmMRM2NYU,1523898434119,,9.112407975379313e+17,Kingston upon Thames
1.0,Mon Apr 16 17:07:15 +0000 2018,en,,"Hillingdon, London, United Kingdom",darrenross1964,@Leiton_eous But not in the same league as Chakrabarti,1523898435480,,3297657952.0,Hillingdon
1.0,Mon Apr 16 17:07:21 +0000 2018,en,"Grays, Essex","Barking, London, United Kingdom",karenbeardy,On the train going to LS for the game with @kate_emily99 3 big points needed #COYI ???,1523898441635,,840146058.0,Barking and Dagenham
8.0,Mon Apr 16 17:07:21 +0000 2018,en,london ,"Kensington, London, United Kingdom",AdamOda1966,@CHIMPSINSOCKS I am going to buy an air horn and scare the fuck out of them wake up and look where your going .,1523898441722,,2486568034.0,Kensington and Chelsea
3.0,Mon Apr 16 17:07:29 +0000 2018,es,"London, United Kingdom","Camden Town, London, United Kingdom",nnogui,"Hoy mensajeandome con @ciaoAnn le tiré un dejá de questionarte todo. Soy una hija de puta, no tengo país.",1523898449909,,195885389.0,Camden
